sub,bone,iters,rmsd,d_mean,d_95,d_max
50001R,tpm,32,0.00455532319313591,0.0022081415259934136,0.009224044795597904,0.06874998185618471
50001R,tpm,64,0.003973814777809271,0.001977236259656591,0.008318916122520894,0.055228940130149506
50001R,mc1,1,0.0042176841675081915,0.00220212718414614,0.008440027833427009,0.11260963714406014
50001R,mc1,2,0.003940316083854957,0.002085052684803536,0.007865106848580047,0.10280040783725294
50001R,mc1,4,0.003737266030117383,0.0019818641519282532,0.007487825856775763,0.10132711492776544
50001R,mc1,8,0.0035272628398089634,0.0018854180367740636,0.007126368268835976,0.08423073905880792
50001R,mc1,16,0.003282645651081369,0.0017803570767531446,0.006705407708038142,0.05606669073861051
50001R,mc1,32,0.002955161483555569,0.0016349461103521035,0.00614779888126864,0.042215643815018196
50001R,mc1,64,0.0023607967323309364,0.0013193748689265589,0.0050504495660425456,0.031059465659631323
15357R,tpm,1,0.005103001710537987,0.0022764453804919585,0.009448855252779104,0.09160128336196849
15357R,tpm,2,0.005095499331068222,0.002253681404700834,0.009315070207668646,0.11817445833934241
15357R,tpm,4,0.005101593557520017,0.0022550024711970925,0.009253948185076633,0.12506307716018947
15357R,tpm,8,0.005113786060064693,0.0022571608450871732,0.009239948229901375,0.11756880811269607
15357R,tpm,16,0.005104064895281173,0.002265128642379667,0.009390522738880192,0.11963406284339807
15357R,tpm,32,0.0050264907738911445,0.0022507872395728097,0.009266801627287049,0.13112329869505568
15357R,tpm,64,0.004176432742675092,0.001907607870087837,0.008105491663738326,0.1058144137236243
15357R,mc1,1,0.0052850161875773625,0.0026445442789284073,0.010775207987237773,0.15453316189003027
15357R,mc1,2,0.005114529273000406,0.0025490493552174616,0.010290460718804646,0.19661914899402855
15357R,mc1,4,0.004857364508298407,0.002442550439121689,0.009768256654928673,0.17297039097466574
15357R,mc1,8,0.004554150772507909,0.0023129803925920557,0.009084853771072696,0.13385675374647665
15357R,mc1,16,0.004139224773677744,0.002137347780333087,0.008340435778949485,0.09916931677834573
15357R,mc1,32,0.0035397014446216873,0.0018750845868944319,0.007316164503503937,0.08039295128138668
15357R,mc1,64,0.0025974451998306866,0.0013969035707080567,0.005520091043923759,0.04223145274092712
14819R,tpm,1,0.004788154924735744,0.002298549396841775,0.009759281909903519,0.07420760659623613
14819R,tpm,2,0.004774172486596181,0.0022739350315101785,0.009418388276897326,0.06910494752286087
14819R,tpm,4,0.00469965616446455,0.002254097771823189,0.00921426069203278,0.071704886598956
14819R,tpm,8,0.004656977603149919,0.0022388788870225627,0.009127692893642871,0.0651797829291852
14819R,tpm,16,0.004667938894313399,0.0022495507830999507,0.00921668644188963,0.060160837007575685
14819R,tpm,32,0.004655456175817133,0.0022693891445056255,0.009557281697279277,0.06078442464173782
14819R,tpm,64,0.004006920400108086,0.0020183603768679434,0.008625665418407263,0.045118670240036435
14819R,mc1,1,0.0044951141415125314,0.0024531215464316932,0.009716281456331029,0.06505471150657212
14819R,mc1,2,0.004237347253666926,0.0023333051480696797,0.00908329425219426,0.06786814608881249
14819R,mc1,4,0.003995831274937908,0.0022260382390689513,0.00853928351889649,0.05639509565707403
14819R,mc1,8,0.0037494456422046637,0.002111104915202482,0.007970198656975458,0.0468074797021631
14819R,mc1,16,0.0034699940221906466,0.0019788423502473114,0.007329352029935169,0.04787711117251592
14819R,mc1,32,0.003082590145333234,0.001790492850563344,0.006538772296028448,0.040555906531208476
14819R,mc1,64,0.002380272735411172,0.0013823885295787468,0.005061804098767887,0.02654000430730751
15283R,tpm,1,0.004890494822158442,0.0022078678920187857,0.009009100083904258,0.08398030267487315
15283R,tpm,2,0.004779797469782711,0.0021841999472333013,0.00894755449314661,0.07857855941121242
15283R,tpm,4,0.004662285036415754,0.0021530402728156027,0.008750052322847163,0.06893709814118569
15283R,tpm,8,0.004530988853058333,0.00211042986099985,0.008625209928589126,0.06278588203133137
15283R,tpm,16,0.004359555246481807,0.0020546733920189654,0.008527114682838522,0.06136621965880748
15283R,tpm,32,0.004110986367789294,0.0019965491644941226,0.00831175763495653,0.05064284670286764
15283R,tpm,64,0.003535398640786971,0.001755307215128151,0.0075852784612329225,0.04613709599519777
15283R,mc1,1,0.004249195090553828,0.002296089088175982,0.009482786828206862,0.04552093361980067
15283R,mc1,2,0.004098787630732784,0.002230802651796689,0.009056705700733709,0.048451445519487775
15283R,mc1,4,0.003902260067548116,0.002161267438934237,0.00861228089900908,0.04877258676406367
15283R,mc1,8,0.0036995851564863617,0.002078661563394267,0.00821847669329717,0.04374461909947967
15283R,mc1,16,0.003419515866217821,0.0019510319474662038,0.007592268154268586,0.03397231876053375
15283R,mc1,32,0.003022689015409934,0.0017554437004522437,0.006690582667726213,0.034379554294516515
15283R,mc1,64,0.0023483191002811356,0.0013613200605401402,0.005101124055161599,0.033507938134278624
